Ürün Adı,Fiyat,Bellek Boyutu,Artırılmış (OC) Frekans,Teknik Puan,Link
Evga GeForce GTX 1650 XC Ultra Black Gaming,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/evga-geforce-gtx-1650-xc-ultra-black-gaming.html
EVGA GeForce GTX 1650 XC,,4 GB,1860 MHz,44,https://www.epey.com/ekran-karti/evga-geforce-gtx-1650-xc.html
MSI GeForce GTX 1650 Gaming X 4G GDDR5,,4 GB,1860 MHz,44,https://www.epey.com/ekran-karti/msi-geforce-gtx-1650-gaming-x-4g.html
Sapphire 11256-57-10G,,8 GB,1236 MHz,44,https://www.epey.com/ekran-karti/sapphire-11256-57-10g.html
Gigabyte Radeon RX 570 Gaming 4G,,4 GB,1255 MHz,44,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-570-gaming-4g.html
Gigabyte AORUS Radeon RX570 4G,,4 GB,1295 MHz,44,https://www.epey.com/ekran-karti/gigabyte-aorus-radeon-rx570-4g.html
Asus ROG Strix Radeon RX 570 4G Gaming,,4 GB,1254 MHz,44,https://www.epey.com/ekran-karti/asus-rog-strix-rx-570-4g-gaming.html
Gigabyte GeForce GTX 1650 Windforce OC 4G,,4 GB,1785 MHz,44,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1650-windforce-oc-4g.html
Asus ROG Strix Geforce GTX 1650 Advanced Edition,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1650-advanced-edition.html
Asus Dual GeForce GTX 1650 OC,,4 GB,1755 MHz,44,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1650-oc.html
Asus GeForce GTX 1650 OC Edition,,4 GB,1740 MHz,44,https://www.epey.com/ekran-karti/asus-geforce-gtx-1650-oc-edition.html
Zotac Geforce GTX 1650 AMP GDDR5,,4 GB,1725 MHz,44,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1650-amp-gddr5.html
Gigabyte GeForce GTX 1650 OC 4G,,4 GB,1710 MHz,44,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1650-oc-4g.html
Manli GeForce GTX 1050 Ti,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/manli-geforce-gtx-1050-ti.html
Afox GeForce GTX 1050 Ti Dual,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/afox-geforce-gtx-1050-ti-dual.html
Asus ROG Strix Radeon RX 560 OC 4G Gaming,,4 GB,1336 MHz,39,https://www.epey.com/ekran-karti/asus-rog-strix-radeon-rx-560-oc-4g-gaming-rog-strix-rx560-o4g-gaming.html
Asus Expedition GeForce GTX 1050 Ti,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/asus-expedition-geforce-gtx-1050-ti-ex-gtx1050ti-o4g.html
Afox GeForce GTX 1050 Ti (H2),,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/afox-geforce-gtx-1050-ti-h2.html
EVGA GeForce GTX 1050 Ti Gaming,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/evga-geforce-gtx-1050-ti-gaming.html
Asboard GeForce GTX 1050 Ti,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/asboard-geforce-gtx-1050-ti.html
Inno3D GeForce GTX 1050 Ti Compact,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/inno3d-geforce-gtx-1050-ti-compact.html
Asus ROG Strix Radeon RX 560 4G Gaming,,4 GB,1285 MHz,39,https://www.epey.com/ekran-karti/asus-rog-strix-radeon-rx560-4g-gaming.html
Sapphire Radeon RX 470 4GB,,4 GB,1206 MHz,39,https://www.epey.com/ekran-karti/sapphire-radeon-rx-470-4gb.html
Gigabyte GeForce GTX 1050 OC Low Profile 2G,,2 GB,1506 MHz,39,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-oc-low-profile-2g.html
Evga GeForce GTX 1050 SC Gaming,,3 GB,1569 MHz,39,https://www.epey.com/ekran-karti/evga-geforce-gtx-1050-sc-gaming.html
Sapphire Pulse Radeon RX 560 4G G5 16 CU,,4 GB,1300 MHz,39,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-560-4g-g5-16-cu.html
Asus ROG Strix GeForce GTX 1050 O2G Gaming,,2 GB,1569 MHz,39,https://www.epey.com/ekran-karti/asus-rog-strix-gtx1050-o2g-gaming.html
Elsa Phantom GeForce GTX 1050 Ti,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/elsa-phantom-geforce-gtx-1050-ti.html
Elsa Thunder GeForce GTX 1050 Ti,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/elsa-thunder-geforce-gtx-1050-ti.html
Asus Phoenix GeForce GTX 1050 3G,,3 GB,1518 MHz,39,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1050-3g.html
MSI Radeon RX 560 Aero ITX 4G OC,,4 GB,1275 MHz,39,https://www.epey.com/ekran-karti/msi-radeon-rx-560-aero-itx-4g-oc.html
Asus Arez Radeon RX 560 OC Evo 4G,,4 GB,1197 MHz,39,https://www.epey.com/ekran-karti/asus-arez-radeon-rx-560-oc-evo-4g.html
Zotac GeForce GTX 1050 OC,,2 GB,1569 MHz,39,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-oc.html
MSI GeForce GTX 1050 Gaming X 2G,,2 GB,1556 MHz,39,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-gaming-x-2g.html
Gigabyte Radeon RX 560 OC 4G,,4 GB,1199 MHz,38,https://www.epey.com/ekran-karti/gigabye-radeon-rx-560-oc-4g.html
Manli GeForce GTX 1050 Gallardo,,2 GB,1556 MHz,38,https://www.epey.com/ekran-karti/manli-geforce-gtx1050-gallardo.html
Asus Radeon RX 560 4G,,4 GB,1176 MHz,38,https://www.epey.com/ekran-karti/asus-radeon-rx-560-4g.html
Gainward GeForce GTX 1050 Ti 4GB,,4 GB,1392 MHz,38,https://www.epey.com/ekran-karti/gainward-geforce-gtx-1050-ti-4gb.html
Gigabyte GeForce GTX 1050 Windforce OC 2G,,2 GB,1531 MHz,38,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-windforce-oc-2g.html
Asus Dual GeForce GTX 1050 OC V2,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1050-oc-v2-dual-gtx1050-o2g-v2.html
MSI GeForce GTX 1050 Aero ITX 2G OCV1,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-aero-itx-2g-ocv1.html
MSI GeForce GTX 1050 2GT OCV1,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-2gt-ocv1.html
MSI GeForce GTX 1050 Aero ITX 2G OC,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-aero-itx-2g-oc.html
MSI GeForce GTX 1050 2GT OC,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-2gt-oc.html
MSI GeForce GTX 1050 Gaming 2G,,2 GB,1493 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-gaming-2g.html
Asus ROG Strix GeForce GTX 1050 2GB GDDR5,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1050-2gb-gddr5.html
Gigabyte GeForce GTX 1050 OC 2G,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-oc-2g.html
Asus Expedition GeForce GTX 1050 OC,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/asus-expedition-geforce-gtx-1050-oc-ex-gtx1050-o2g.html
Gigabyte GeForce GTX 1050 D5 2G,,2 GB,1493 MHz,38,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-d5-2g.html
Asus Radeon RX 560 4G OC,,4 GB,1210 MHz,38,https://www.epey.com/ekran-karti/asus-radeon-rx-560-4g-oc-rx560-o4g.html
Asus ROG Strix Radeon RX 560 OC 4G EVO Gaming,,4 GB,1197 MHz,38,https://www.epey.com/ekran-karti/asus-rog-strix-radeon-rx-560-oc-4g-evo-gaming-rog-strix-rx560-o4g-evo-gaming.html
Sapphire Pulse Radeon RX 560 2GD5,,2 GB,1300 MHz,38,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-560-2gd5.html
Galax GeForce GTX 1050 EXOC,,2 GB,1531 MHz,38,https://www.epey.com/ekran-karti/galax-geforce-gtx-1050-exoc.html
ZOTAC GeForce GTX 1050 Low Profile,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-low-profile.html
Asus Radeon RX 560 OC 2G,,2 GB,1275 MHz,38,https://www.epey.com/ekran-karti/asus-radeon-rx-560-oc-2g.html
Asus Phoenix GeForce GTX 1050 2G,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1050-2g.html
Zotac GeForce GTX 1050 Mini,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-mini-zt-p10500a-10l.html
MSI GeForce GTX 1050 2GT LP,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-2gt-lp.html
MSI GeForce GTX 1050 Aero ITX 2G,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-aero-itx-2g.html
MSI GeForce GTX 1050 2G,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-2g.html
Asus Phoenix GeForce GTX 1650 OC Edition,,4 GB,1710 MHz,44,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1650-oc-edition.html
Zotac Gaming GeForce GTX 1650 OC,,4 GB,1695 MHz,44,https://www.epey.com/ekran-karti/zotac-gaming-geforce-gtx-1650-oc.html
MSI GeForce GTX 1650 Gaming 4G,,4 GB,1695 MHz,44,https://www.epey.com/ekran-karti/msi-geforce-gtx-1650-gaming-4g.html
Gigabyte GeForce GTX 1650 Mini ITX OC 4G,,4 GB,1680 MHz,44,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1650-mini-itx-oc-4g.html
Sapphire Nitro+ Radeon RX 570 4GD5,,4 GB,1340 MHz,44,https://www.epey.com/ekran-karti/sapphire-nitroplus-radeon-rx-570-4gd5.html
Asus Expedition Radeon RX 570 OC 4G,,4 GB,1266 MHz,44,https://www.epey.com/ekran-karti/asus-expedition-radeon-rx-570-oc-4g-ex-rx570-o4g.html
Sapphire Radeon RX 570 Pulse ITX 4G,,4 GB,1244 MHz,44,https://www.epey.com/ekran-karti/sapphire-radeon-rx-570-pulse-itx-4g.html
MSI GeForce GTX 1650 Ventus XS 4G,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/msi-geforce-gtx-1650-ventus-xs-4g.html
Zotac Gaming GeForce GTX 1650 Low Profile,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/zotac-gaming-geforce-gtx-1650-low-profile.html
Palit GeForce GTX 1650 Dual,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/palit-geforce-gtx-1650-dual.html
Inno3D GeForce GTX 1650 Compact,,4 GB,1665 MHz,44,https://www.epey.com/ekran-karti/inno3d-geforce-gtx-1650-compact.html
Sapphire Pulse Radeon RX 570 4GD5,,4 GB,1284 MHz,44,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-570-4gd5.html
XFX Radeon RX 570 RS Black Edition 4GB,,4 GB,1284 MHz,44,https://www.epey.com/ekran-karti/xfx-radeon-rx-570-rs-black-edition-4gb.html
Sapphire Pulse ITX Radeon RX 570 4GD5,,4 GB,1244 MHz,44,https://www.epey.com/ekran-karti/sapphire-pulse-itx-radeon-rx-570-4gd5.html
PowerColor Red Dragon Radeon RX 570 4GB GDDR5,,4 GB,1250 MHz,44,https://www.epey.com/ekran-karti/powercolor-red-dragon-radeon-rx-570-4gb-gddr5.html
PowerColor Red Devil Radeon RX 570 4GB GDDR5,,4 GB,1320 MHz,43,https://www.epey.com/ekran-karti/powercolor-red-devil-radeon-rx-570-4gb-gddr5.html
Palit GeForce GTX 1650 StormX OC,,4 GB,1725 MHz,43,https://www.epey.com/ekran-karti/palit-geforce-gtx-1650-stormx-oc.html
Palit GeForce GTX 1650 StormX,,4 GB,1665 MHz,43,https://www.epey.com/ekran-karti/palit-geforce-gtx-1650-stormx.html
Sapphire Pulse ITX Radeon RX 570 4GD5,,4 GB,1244 MHz,43,https://www.epey.com/ekran-karti/sapphire-pulse-itx-radeon-rx-570-4gd5-11266-34-20g.html
Elsa GeForce GTX 1650 4GB GDDR5 128bit Dual Fan,,4 GB,1665 MHz,43,https://www.epey.com/ekran-karti/elsa-geforce-gtx-1650-4gb-gddr5-128bit-dual-fan.html
Turbox Venom Titan R GTX1650 4 GB,,4 GB,1665 MHz,43,https://www.epey.com/ekran-karti/turbox-venom-titan-r-gtx1650-4-gb.html
Sapphire Nitro Radeon RX 470 4G OC,,4 GB,1236 MHz,43,https://www.epey.com/ekran-karti/sapphire-nitro-radeon-rx-470-4g-oc.html
Gigabyte GeForce GTX 1050 Ti G1 Gaming 4G,,4 GB,1506 MHz,42,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-ti-g1-gaming-4g.html
MSI Radeon RX 570 Gaming 4G,,4 GB,1293 MHz,42,https://www.epey.com/ekran-karti/msi-radeon-rx-570-gaming-4g.html
MSI Radeon RX 570 Gaming X 4G,,4 GB,1293 MHz,42,https://www.epey.com/ekran-karti/msi-radeon-rx-570-gaming-x-4g.html
PNY Quadro M5000,,8 GB,1038 MHz,42,https://www.epey.com/ekran-karti/pny-quadro-m5000.html
Asus Expedition Radeon RX 570 4G,,4 GB,1266 MHz,41,https://www.epey.com/ekran-karti/asus-ex-rx-570-4g.html
NVIDIA Quadro P2000,,5 GB,1480 MHz,41,https://www.epey.com/ekran-karti/nvidia-quadro-p2000.html
MSI Radeon RX 570 Armor 4G OC,,4 GB,1168 MHz,41,https://www.epey.com/ekran-karti/msi-radeon-rx-570-armor-4g-oc.html
MSI Radeon RX 570 Armor 4G,,4 GB,1244 MHz,41,https://www.epey.com/ekran-karti/msi-radeon-rx-570-armor-4g.html
Gigabyte Geforce GTX 1050 Ti OC Low Profile 4G,,4 GB,1442 MHz,40,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-ti-oc-low-profile-4g.html
Asus ROG Strix GeForce GTX 1050 Ti OC 4G Gaming,,4 GB,1506 MHz,40,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1050-ti-oc-4g-gaming-rog-strix-gtx1050ti-o4g-gaming.html
Zotac GeForce GTX 1050 Ti OC,,4 GB,1506 MHz,40,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-ti-oc.html
EVGA GeForce GTX 1050 Ti SSC Gaming,,4 GB,1480 MHz,40,https://www.epey.com/ekran-karti/evga-geforce-gtx-1050-ti-ssc-gaming.html
Turbox Arcade Hero M RX550 4GB,,4 GB,1183 MHz,40,https://www.epey.com/ekran-karti/turbox-arcade-hero-m-rx550-4gb.html
MSI GeForce GTX 1050 Ti Aero ITX 4G OC,,4 GB,1455 MHz,40,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-ti-aero-itx-4g-oc.html
MSI GeForce GTX 1050 Ti 4G OC,,4 GB,1455 MHz,40,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-ti-4g-oc.html
Gigabyte GeForce GTX 1050 Ti Windforce OC 4G,,4 GB,1468 MHz,40,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-ti-windforce-oc-4g-gv-n105twf2oc-4gd.html
Gigabyte GeForce GTX 1050 Ti Windforce OC 4G,,4 GB,1468 MHz,40,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-ti-windforce-oc-4g.html
MSI GeForce GTX 1050 Ti Gaming 4G,,4 GB,1430 MHz,40,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-ti-gaming-4g.html
Gigabyte GeForce GTX 1050 Ti OC 4G,,4 GB,1455 MHz,40,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1050-ti-oc-4g.html
Galax GeForce GTX 1050 Ti ExOc,,4 GB,1512 MHz,40,https://www.epey.com/ekran-karti/galax-geforce-gtx-1050-ti-exoc.html
Asus ROG Strix GeForce GTX 1050 Ti 4G Gaming,,4 GB,1392 MHz,40,https://www.epey.com/ekran-karti/asus-rog-strix-gtx1050ti-4g-gaming.html
Gigabyte Radeon RX 560 Gaming OC 4G,,4 GB,1300 MHz,39,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-560-gaming-oc-4g.html
Palit GeForce GTX 1050 Ti Dual OC,,4 GB,1480 MHz,39,https://www.epey.com/ekran-karti/palit-geforce-gtx-1050-ti-dual-oc.html
Zotac GeForce GTX 1050 Ti Mini,,4 GB,1417 MHz,39,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-ti-mini.html
ZOTAC GeForce GTX 1050 Ti Low Profile,,4 GB,1392 MHz,39,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1050-ti-low-profile.html
Asus Radeon RX 560 2G,,2 GB,1275 MHz,38,https://www.epey.com/ekran-karti/asus-radeon-rx-560-2g.html
Afox GeForce GTX 1050 H2,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/afox-geforce-gtx-1050-h2-af1050-2048d5h2.html
Asus Dual GeForce GTX 1050 V2,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1050-v2-dual-gtx1050-2g-v2.html
MSI GeForce GTX 1050 Aero ITX 2G V1,,2 GB,1455 MHz,38,https://www.epey.com/ekran-karti/msi-geforce-gtx-1050-aero-itx-2g-v1.html
Turbox Arcade Hero N RX560 4GB,,4 GB,1275 MHz,38,https://www.epey.com/ekran-karti/turbox-arcade-hero-n-rx560-4gb.html
Galax GeForce GTX 1050 OC,,2 GB,1468 MHz,38,https://www.epey.com/ekran-karti/galax-geforce-gtx-1050-oc.html
Asboard Gaming GeForce GTX 1050 2GB DDR5,,2 GB,1518 MHz,38,https://www.epey.com/ekran-karti/asboard-gaming-geforce-gtx-1050-2gb-ddr5.html
Asus Radeon RX 560 4G Evo OC Edition,,4 GB,1197 MHz,37,https://www.epey.com/ekran-karti/asus-radeon-rx-560-4g-evo-oc-edition-rx560-o4g-evo.html
Gigabyte Radeon RX 460 Windforce OC 4G,,4 GB,1212 MHz,37,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-460-windforce-oc-4g.html
MSI Radeon RX 460 4G OC,,4 GB,1210 MHz,37,https://www.epey.com/ekran-karti/msi-radeon-rx-460-4g-oc.html
Sapphire Pulse Radeon RX 560 2GD5,,2 GB,1226 MHz,37,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-560-2gd5-11267-22-20g.html
Axle Radeon RX 560 4GB DDR5 128bit,,4 GB,1200 MHz,37,https://www.epey.com/ekran-karti/axle-radeon-rx-560-4gb-ddr5-128bit.html
Biostar Radeon RX 560 4G GDDR5,,4 GB,1275 MHz,37,https://www.epey.com/ekran-karti/biostar-radeon-rx-560-4g-gddr5-va5605rf41-dual-cooling.html
XFX Radeon RX 560D 2GB,,2 GB,1275 MHz,37,https://www.epey.com/ekran-karti/xfx-radeon-rx-560d-2gb.html
Turbox Radeon RX 560 4GB,,4 GB,1275 MHz,37,https://www.epey.com/ekran-karti/turbox-radeon-rx-560-4gb.html
Sapphire Pulse Radeon RX 560 2GD5,,2 GB,1226 MHz,37,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-560-2gd5-11267-19.html
ZOTAC GeForce GTX 590,,3 GB,1215 MHz,37,https://www.epey.com/ekran-karti/zotac-geforce-gtx-590.html
Sapphire Pulse Radeon RX 550 4G G5 LP,,4 GB,1206 MHz,36,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-550-4g-g5-lp.html
MSI Radeon RX 550 Aero ITX 4G OC,,4 GB,1203 MHz,36,https://www.epey.com/ekran-karti/msi-radeon-rx-550-aero-itx-4g-oc.html
Gigabyte Radeon RX 550 Gaming OC 2G,,2 GB,1219 MHz,35,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-550-gaming-oc-2g.html
Asus Radeon RX 550 4GB GDDR5,,4 GB,1183 MHz,35,https://www.epey.com/ekran-karti/asus-radeon-rx-550-4gb-gddr5.html
MSI Radeon RX 550 4GT LP OC,,4 GB,1203 MHz,35,https://www.epey.com/ekran-karti/msi-radeon-rx-550-4gt-lp-oc.html
Gigabyte Radeon RX 550 D5 2G,,2 GB,1195 MHz,35,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-550-d5-2g.html
Asus Phoenix Radeon RX 550 4GB GDDR5,,4 GB,1183 MHz,35,https://www.epey.com/ekran-karti/asus-phoenix-radeon-rx-550-4gb-gddr5.html
Sapphire Pulse Radeon RX 550 4GB,,4 GB,1206 MHz,35,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-550-4gb.html
MSI Radeon RX 550 Aero ITX 2G OC,,2 GB,1203 MHz,35,https://www.epey.com/ekran-karti/msi-radeon-rx-550-aero-itx-2g-oc.html
XFX Radeon RX 550 2GB Core Edition,,2 GB,1203 MHz,35,https://www.epey.com/ekran-karti/xfx-radeon-rx-550-2gb-core-edition.html
Sapphire Pulse Radeon RX 550 4GD5,,4 GB,1206 MHz,35,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-550-4gd5.html
Asus Phoenix Radeon RX 550 2GB Evo GDDR5,,2 GB,1183 MHz,35,https://www.epey.com/ekran-karti/asus-phoenix-radeon-rx-550-2gb-gddr5.html
Sapphire Pulse Radeon RX 550 2GD5,,2 GB,1206 MHz,35,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-550-2gd5-11268-03.html
Sapphire Pulse Radeon RX 550 OC 2G G5,,2 GB,1206 MHz,35,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-550-oc-2g-g5.html
Pcwinmax Radeon RX 550 4GB,,4 GB,1183 MHz,35,https://www.epey.com/ekran-karti/pcwinmax-pcw-amd-rx550-4gb.html
Asus Radeon RX 550 2GB GDDR5,,2 GB,1183 MHz,35,https://www.epey.com/ekran-karti/asus-radeon-rx-550-2gb-gddr5.html
Biostar Radeon RX 550 2GB 128bit GDDR5,,2 GB,1183 MHz,34,https://www.epey.com/ekran-karti/biostar-radeon-rx-550-2gb-128bit-gddr5.html
Asus Arez Phoenix Radeon RX 550 2GB GDDR5,,2 GB,1183 MHz,34,https://www.epey.com/ekran-karti/asus-arez-phoenix-radeon-rx-550-2gb-gddr5.html
Asboard Radeon RX 550 4GB,,4 GB,1183 MHz,34,https://www.epey.com/ekran-karti/asboard-radeon-rx-550-4gb.html
PowerColor Red Dragon Radeon RX 550 4GB GDDR5,,4 GB,1071 MHz,34,https://www.epey.com/ekran-karti/powercolor-red-dragon-radeon-rx-550-4gb-gddr5.html
Gigabyte GeForce GT 1030 Low Profile 2G,,2 GB,1506 MHz,34,https://www.epey.com/ekran-karti/gigabyte-geforce-gt-1030-low-profile-2g.html
MSI GeForce GT 1030 2G LP OC,,2 GB,1518 MHz,34,https://www.epey.com/ekran-karti/msi-geforce-gt-1030-2g-lp-oc.html
Turbox Radeon RX 550 2GB,,2 GB,1183 MHz,34,https://www.epey.com/ekran-karti/turbox-radeon-rx-550-2gb.html
PowerColor Red Dragon Radeon RX 550 2GB GDDR5,,2 GB,1071 MHz,34,https://www.epey.com/ekran-karti/powercolor-red-dragon-radeon-rx-550-2gb-gddr5.html
Turbox Battle Base R RX 550 2GB,,2 GB,1183 MHz,34,https://www.epey.com/ekran-karti/turbox-battle-base-r-rx-550-2gb.html
ZOTAC GeForce GT 1030 HDMI/VGA LP,,2 GB,1468 MHz,34,https://www.epey.com/ekran-karti/zotac-geforce-gt-1030-hdmi-vga-lp.html
Huananzhi Radeon RX 550 4GB,,4 GB,1183 MHz,34,https://www.epey.com/ekran-karti/huananzhi-radeon-rx-550-4gb.html
Zotac GeForce GT 1030 HDMI/DVI LP,,2 GB,1468 MHz,34,https://www.epey.com/ekran-karti/zotac-geforce-gt-1030-hdmi-dvi-lp.html
Gigabyte GeForce GT 1030 OC 2G,,2 GB,1544 MHz,33,https://www.epey.com/ekran-karti/gigabyte-geforce-gt-1030-oc-2g.html
Palit GeForce GT 1030,,2 GB,1468 MHz,33,https://www.epey.com/ekran-karti/palit-geforce-gt-1030.html
MSI GeForce GT 1030 2GH OC,,2 GB,1518 MHz,33,https://www.epey.com/ekran-karti/msi-geforce-gt-1030-2gh-oc.html
Turbox Pirate Myth M GT1030 2GB,,2 GB,1468 MHz,33,https://www.epey.com/ekran-karti/turbox-pirate-myth-m-gt1030-2gb.html
ZOTAC GeForce GT 1030 Zone Edition,,2 GB,1468 MHz,33,https://www.epey.com/ekran-karti/zotac-geforce-gt-1030-zone-edition.html
Evga GeForce GT 1030 SC,,2 GB,1544 MHz,33,https://www.epey.com/ekran-karti/evga-geforce-gt-1030-sc.html
Seclife GeForce GTX 750 Ti 4GB,,4 GB,1085 MHz,33,https://www.epey.com/ekran-karti/seclife-geforce-gtx-750-ti-4gb.html
PNY Quadro K2200,,4 GB,1124 MHz,32,https://www.epey.com/ekran-karti/pny-quadro-k2200.html
Asus Phoenix Radeon 550 2GB GDDR5,,2 GB,1183 MHz,32,https://www.epey.com/ekran-karti/asus-phoenix-radeon-550-2gb-gddr5.html
NVIDIA Quadro K5000,,4 GB,-,31,https://www.epey.com/ekran-karti/nvidia-quadro-k5000.html
PNY Quadro K5000,,4 GB,-,31,https://www.epey.com/ekran-karti/pny-quadro-k5000.html
Turbox Zylon GeForce GT 740 4GB GDDR5,,4 GB,1085 MHz,31,https://www.epey.com/ekran-karti/turbox-zylon-gt740-4-gb.html
Turbox Pirate Myth S GTX750 2 GB,,2 GB,1085 MHz,30,https://www.epey.com/ekran-karti/turbox-pirate-myth-s-gtx750-2-gb.html
Sapphire Radeon R7 250 2G D3,,2 GB,1050 MHz,28,https://www.epey.com/ekran-karti/sapphire-r7-250-2g-d3.html
Sapphire Radeon R7 250 2G D3,,2 GB,1000 MHz,27,https://www.epey.com/ekran-karti/sapphire-radeon-r7-250-2g-d3-11215-21-20g.html
Asus Radeon R7 250 2G,,2 GB,925 MHz,27,https://www.epey.com/ekran-karti/asus-radeon-r7-250-2gb-gddr5-r7250-2gd5.html
PNY Quadro K620,,2 GB,1124 MHz,27,https://www.epey.com/ekran-karti/pny-quadro-k620.html
NVIDIA Quadro K620,,2 GB,1124 MHz,27,https://www.epey.com/ekran-karti/nvidia-quadro-k620.html
Seclife GeForce GTX 560 Ti 2GB DDR5 256bit DVI HDMI VGA ATX,,2 GB,-,27,https://www.epey.com/ekran-karti/seclife-geforce-gtx560ti-2gb-ddr5-256bit-dvi-hdmi-vga-atx.html
Asus Radeon R7 250 1GD5 V2,,1 GB,925 MHz,26,https://www.epey.com/ekran-karti/asus-radeon-r7-250-1gd5-v2.html
Turbox Battle Base M R7 350 2GB,,2 GB,1050 MHz,26,https://www.epey.com/ekran-karti/turbox-battle-base-m-r7-350-2gb.html
Turbox Pirate Myth R GT740 2GB,,2 GB,-,26,https://www.epey.com/ekran-karti/turbox-pirate-myth-r-gt740-2gb.html
Elsa Phantom Radeon R7 240 4GB 128bit GDDR5,,4 GB,780 MHz,26,https://www.epey.com/ekran-karti/elsa-phantom-radeon-r7-240-4gb-128bit-gddr5.html
ZOTAC GeForce GT 730 2GB Zone Edition,,2 GB,1600 MHz,25,https://www.epey.com/ekran-karti/zotac-geforce-gt-730-2gb-zone-edition.html
